"","age","rate","value"
"1","50_to_54",620.1,11406
"2","75_to_79",930.6,8382
"3","60_to_64",597.5,9125
"4","35_to_39",542.4,10309
"5","15_to_19",324.5,5580
"6","55_to_59",570,10984
"7","20_to_24",618.6,9821
"8","25_to_29",630.4,11302
"9","45_to_49",629.7,10706
"10","70_to_74",584.2,7771
"11","65_to_69",539.7,7301
"12","5_to_9",124,2244
"13","30_to_34",589.6,11397
"14","85_to_89",2371.1,8319
"15","40_to_44",531.7,9832
"16","90+",3637,6046
"17","0_to_4",117.4,1987
"18","10_to_14",151.7,2749
"19","80_to_84",1498.4,9522
