"","age","rate","value"
"1","15_to_19",6437.3,110686
"2","40_to_44",7287.2,134748
"3","50_to_54",7488.4,137734
"4","45_to_49",7860,133636
"5","65_to_69",4313.7,58356
"6","70_to_74",3604.9,47951
"7","55_to_59",6419.1,123691
"8","30_to_34",8216.8,158840
"9","20_to_24",9451.5,150063
"10","25_to_29",8851.9,158689
"11","0_to_4",2468.2,41792
"12","85_to_89",8185.8,28720
"13","60_to_64",6047.6,92361
"14","5_to_9",2587.6,46825
"15","10_to_14",3934.5,71312
"16","90+",12219.5,20313
"17","75_to_79",4284.2,38588
"18","80_to_84",5504.9,34981
"19","35_to_39",7726.6,146848
