n,area_number,actual_data,synthetic_cntrl,difference,area_name,date
84,1,.47519109,.026513798,.4486773,Barking and Dagenham,19jun2020
87,1,.16957745,.014826964,.15475048,Barking and Dagenham,22jun2020
11,1,.73157638,.89925838,-.16768199,Barking and Dagenham,07apr2020
16,1,.59190392,.93497491,-.34307101,Barking and Dagenham,12apr2020
24,1,.56843913,.55181193,.016627174,Barking and Dagenham,20apr2020
4,1,.99432647,1.1641065,-.16978003,Barking and Dagenham,31mar2020
44,1,.58043271,.2584722,.32196051,Barking and Dagenham,10may2020
71,1,.98233861,.1672819,.81505668,Barking and Dagenham,06jun2020
68,1,.9152056,.21037525,.70483035,Barking and Dagenham,03jun2020
62,1,.72067308,.2762017,.44447139,Barking and Dagenham,28may2020
51,2,.74120128,.62377894,.11742236,Barnet,17may2020
19,2,.71045464,.78245682,-.072002172,Barnet,15apr2020
1,2,1.2502495,1.4188715,-.16862206,Barnet,28mar2020
63,2,.63613492,.69655436,-.060419448,Barnet,29may2020
71,2,.6139096,.62885743,-.01494783,Barnet,06jun2020
64,2,.6509344,.69308209,-.042147681,Barnet,30may2020
15,2,.66815203,.85984665,-.1916946,Barnet,11apr2020
76,2,.59893882,.54129601,.057642803,Barnet,11jun2020
4,2,.8668946,1.0982928,-.23139827,Barnet,31mar2020
2,2,1.1018443,1.2940651,-.19222079,Barnet,29mar2020
60,2,.56541342,.70420742,-.13879399,Barnet,26may2020
12,2,.62249488,.88562196,-.26312709,Barnet,08apr2020
16,2,.68206561,.84280336,-.16073777,Barnet,12apr2020
59,2,.56465024,.70332175,-.13867153,Barnet,25may2020
26,2,.6996997,.67371362,.025986105,Barnet,22apr2020
80,2,.48869607,.43924814,.049447924,Barnet,15jun2020
9,2,.61973339,.89933461,-.27960119,Barnet,05apr2020
86,2,.12727024,.14344706,-.01617682,Barnet,21jun2020
79,2,.53390712,.47293448,.060972638,Barnet,14jun2020
85,2,.18365106,.19441284,-.010761784,Barnet,20jun2020
84,2,.24752501,.24840879,-.00088378391,Barnet,19jun2020
61,2,.58383763,.70276189,-.11892424,Barnet,27may2020
3,2,.97377133,1.186962,-.21319063,Barnet,30mar2020
11,2,.61280996,.88811684,-.27530688,Barnet,07apr2020
54,2,.73146886,.65278411,.078684762,Barnet,20may2020
70,2,.62052286,.64455146,-.024028601,Barnet,05jun2020
73,2,.60713959,.59191096,.015228631,Barnet,08jun2020
24,2,.71947509,.70032924,.019145828,Barnet,20apr2020
27,2,.68331957,.66148192,.021837641,Barnet,23apr2020
38,2,.6835885,.65966272,.023925794,Barnet,04may2020
74,2,.60474718,.57400203,.030745165,Barnet,09jun2020
36,2,.6338886,.63478237,-.00089378865,Barnet,02may2020
5,2,.78201723,1.0284379,-.24642062,Barnet,01apr2020
18,2,.70303088,.80260158,-.099570684,Barnet,14apr2020
83,2,.31305301,.30220738,.010845616,Barnet,18jun2020
77,2,.58851767,.52283001,.065687656,Barnet,12jun2020
39,2,.71072698,.67299747,.037729472,Barnet,05may2020
45,2,.71782529,.6733917,.044433586,Barnet,11may2020
13,2,.63693547,.88127911,-.24434362,Barnet,09apr2020
22,2,.72233611,.72946864,-.0071325446,Barnet,18apr2020
37,2,.65667647,.64657444,.010102025,Barnet,03may2020
42,2,.7560699,.69582254,.060247388,Barnet,08may2020
57,2,.61222279,.69216299,-.079940207,Barnet,23may2020
8,2,.6394195,.91409498,-.27467549,Barnet,04apr2020
75,2,.60273367,.55763686,.045096807,Barnet,10jun2020
14,2,.65280962,.87290937,-.22009975,Barnet,10apr2020
90,2,.0062907459,.017873354,-.011582607,Barnet,25jun2020
48,2,.70066559,.63571179,.064953804,Barnet,14may2020
17,2,.69378692,.82315266,-.12936573,Barnet,13apr2020
40,2,.73367852,.68466818,.049010355,Barnet,06may2020
20,2,.71620727,.76344264,-.047235344,Barnet,16apr2020
21,2,.72005951,.74580902,-.025749499,Barnet,17apr2020
34,2,.60653257,.61829972,-.011767176,Barnet,30apr2020
88,2,.049086422,.062957391,-.013870969,Barnet,23jun2020
53,2,.75290567,.63980776,.11309788,Barnet,19may2020
55,2,.69435221,.66723788,.027114302,Barnet,21may2020
89,2,.023207355,.035974808,-.012767454,Barnet,24jun2020
68,2,.6385535,.6672045,-.028651003,Barnet,03jun2020
7,2,.67157537,.93868697,-.26711157,Barnet,03apr2020
32,2,.60298854,.61862206,-.015633548,Barnet,28apr2020
10,2,.61123186,.89164251,-.28041065,Barnet,06apr2020
87,2,.082696848,.098953314,-.01625647,Barnet,22jun2020
44,2,.73524064,.68501472,.050225925,Barnet,10may2020
6,2,.71804744,.97599292,-.25794548,Barnet,02apr2020
35,2,.6171338,.62494773,-.0078139063,Barnet,01may2020
25,2,.71217716,.68677109,.025406035,Barnet,21apr2020
46,2,.70432758,.66023636,.044091236,Barnet,12may2020
52,2,.75411522,.62975252,.12436268,Barnet,18may2020
69,2,.62933481,.65707755,-.027742738,Barnet,04jun2020
50,2,.72336149,.62285453,.10050698,Barnet,16may2020
82,2,.37562248,.35315788,.022464616,Barnet,17jun2020
30,2,.62691092,.63220251,-.0052916096,Barnet,26apr2020
23,2,.72247005,.71439058,.0080794487,Barnet,19apr2020
41,2,.74982989,.69273633,.057093531,Barnet,07may2020
43,2,.7501322,.69307226,.057059936,Barnet,09may2020
29,2,.64576858,.64085966,.0049089207,Barnet,25apr2020
56,2,.65204901,.68107355,-.029024543,Barnet,22may2020
66,2,.65144843,.68309581,-.031647354,Barnet,01jun2020
72,2,.60990715,.61077189,-.00086474611,Barnet,07jun2020
81,2,.43455681,.3992331,.035323713,Barnet,16jun2020
58,2,.58142054,.69950497,-.11808441,Barnet,24may2020
47,2,.69892436,.64720565,.051718716,Barnet,13may2020
31,2,.61164814,.62445211,-.012803964,Barnet,27apr2020
62,2,.61150658,.6998446,-.088338025,Barnet,28may2020
67,2,.6458866,.67587113,-.029984506,Barnet,02jun2020
65,2,.65474021,.68876743,-.034027219,Barnet,31may2020
49,2,.70850122,.62712246,.081378728,Barnet,15may2020
78,2,.56731421,.50053823,.066776,Barnet,13jun2020
33,2,.60165024,.61615503,-.014504768,Barnet,29apr2020
28,2,.66510129,.65047532,.014625962,Barnet,24apr2020
67,3,.88870418,.61081058,.2778936,Barnsley,02jun2020
60,3,.8280822,.61017704,.21790515,Barnsley,26may2020
23,3,.89418,.89583886,-.001658885,Barnsley,19apr2020
66,3,.8920387,.59304261,.29899609,Barnsley,01jun2020
83,3,.30846903,.36710888,-.058639843,Barnsley,18jun2020
2,3,1.4655585,1.2534276,.2121309,Barnsley,29mar2020
9,3,1.0139401,.95316529,.060774796,Barnsley,05apr2020
89,3,.053999525,.047242615,.0067569106,Barnsley,24jun2020
85,3,.22787142,.2554611,-.027589673,Barnsley,20jun2020
78,3,.6893931,.51645905,.17293404,Barnsley,13jun2020
34,3,.89547497,.87967211,.015802853,Barnsley,30apr2020
76,3,.86860275,.56530464,.30329809,Barnsley,11jun2020
26,3,.85756636,.86537892,-.0078125484,Barnsley,22apr2020
75,3,.93066889,.59351057,.33715829,Barnsley,10jun2020
86,3,.18230832,.19540569,-.013097381,Barnsley,21jun2020
52,3,.81546479,.70662999,.10883483,Barnsley,18may2020
53,3,.79819328,.69907272,.099120528,Barnsley,19may2020
32,3,.8556574,.84365302,.012004386,Barnsley,28apr2020
88,3,.092979915,.088235967,.0047439509,Barnsley,23jun2020
6,3,1.2054412,.99047446,.21496676,Barnsley,02apr2020
20,3,.92684966,.89810067,.028748989,Barnsley,16apr2020
62,3,.87179673,.58719462,.28460208,Barnsley,28may2020
38,3,.97897226,.98926055,-.010288272,Barnsley,04may2020
79,3,.5949344,.49670309,.098231308,Barnsley,14jun2020
49,3,.7845183,.75923318,.025285106,Barnsley,15may2020
87,3,.13609535,.13867748,-.0025821368,Barnsley,22jun2020
33,3,.87306941,.85888255,.014186856,Barnsley,29apr2020
57,3,.764283,.66167045,.10261254,Barnsley,23may2020
82,3,.35799509,.41101488,-.053019803,Barnsley,17jun2020
46,3,.70271599,.8690148,-.16629882,Barnsley,12may2020
40,3,.93736941,1.0226226,-.085253231,Barnsley,06may2020
25,3,.86826795,.87748128,-.0092133302,Barnsley,21apr2020
17,3,.90868682,.91494441,-.006257568,Barnsley,13apr2020
29,3,.83720112,.83545697,.001744126,Barnsley,25apr2020
4,3,1.3251462,1.0819246,.24322167,Barnsley,31mar2020
7,3,1.1426961,.96812618,.17456996,Barnsley,03apr2020
47,3,.7170276,.82775527,-.11072768,Barnsley,13may2020
21,3,.918998,.89826542,.020732576,Barnsley,17apr2020
64,3,.89127278,.57754618,.31372663,Barnsley,30may2020
54,3,.77949268,.69235677,.087135904,Barnsley,20may2020
61,3,.85211897,.59696484,.2551541,Barnsley,27may2020
22,3,.90735042,.89866877,.0086816531,Barnsley,18apr2020
55,3,.76504552,.68471813,.080327407,Barnsley,21may2020
13,3,.86669135,.95063579,-.083944418,Barnsley,09apr2020
41,3,.88771063,1.0224718,-.13476118,Barnsley,07may2020
72,3,.94629842,.65835071,.28794774,Barnsley,07jun2020
3,3,1.3907803,1.156974,.23380633,Barnsley,30mar2020
58,3,.7793138,.64506501,.13424879,Barnsley,24may2020
50,3,.81216967,.73483735,.077332303,Barnsley,16may2020
81,3,.42407948,.44604865,-.021969181,Barnsley,16jun2020
65,3,.89311558,.58146417,.31165141,Barnsley,31may2020
14,3,.86591673,.94338202,-.077465303,Barnsley,10apr2020
15,3,.87554812,.9339698,-.058421668,Barnsley,11apr2020
59,3,.80222547,.62688208,.17534341,Barnsley,25may2020
51,3,.82254368,.71766305,.10488063,Barnsley,17may2020
24,3,.88089627,.88838381,-.0074875467,Barnsley,20apr2020
16,3,.89130688,.9242689,-.03296205,Barnsley,12apr2020
84,3,.26862475,.31428909,-.045664329,Barnsley,19jun2020
19,3,.92877007,.90085393,.027916104,Barnsley,15apr2020
35,3,.92206317,.90522981,.016833374,Barnsley,01may2020
70,3,.90094304,.66283107,.23811197,Barnsley,05jun2020
37,3,.97035438,.96216631,.0081880949,Barnsley,03may2020
43,3,.77616835,.98497778,-.20880942,Barnsley,09may2020
27,3,.84880376,.85359812,-.0047943657,Barnsley,23apr2020
77,3,.7836675,.53870475,.24496278,Barnsley,12jun2020
31,3,.84346479,.83447641,.0089883721,Barnsley,27apr2020
48,3,.74809492,.79053986,-.042444948,Barnsley,14may2020
18,3,.92260945,.90676498,.015844487,Barnsley,14apr2020
11,3,.91136956,.9546454,-.043275855,Barnsley,07apr2020
8,3,1.0776926,.9568854,.12080724,Barnsley,04apr2020
44,3,.73450816,.95128006,-.2167719,Barnsley,10may2020
68,3,.88602257,.63107866,.25494388,Barnsley,03jun2020
36,3,.94904894,.93339062,.015658291,Barnsley,02may2020
69,3,.88882023,.64977849,.23904178,Barnsley,04jun2020
10,3,.95669752,.95351017,.0031873507,Barnsley,06apr2020
12,3,.88123393,.95419705,-.072963111,Barnsley,08apr2020
80,3,.50493401,.47419956,.030734453,Barnsley,15jun2020
5,3,1.2651035,1.0273311,.23777238,Barnsley,01apr2020
73,3,.96292359,.64194822,.32097536,Barnsley,08jun2020
74,3,.96115398,.61974692,.34140706,Barnsley,09jun2020
45,3,.70899236,.91140497,-.20241262,Barnsley,11may2020
42,3,.82988411,1.0094966,-.17961244,Barnsley,08may2020
56,3,.75932813,.67482817,.084499955,Barnsley,22may2020
90,3,.022506209,.019855235,.0026509736,Barnsley,25jun2020
39,3,.96885794,1.0107114,-.041853491,Barnsley,05may2020
63,3,.88491106,.58028126,.30462977,Barnsley,29may2020
30,3,.83739471,.83201325,.0053814459,Barnsley,26apr2020
28,3,.84160256,.84317446,-.001571905,Barnsley,24apr2020
1,3,1.5531459,1.3711346,.18201122,Barnsley,28mar2020
71,3,.92227799,.66613489,.25614312,Barnsley,06jun2020
80,4,0,.42428809,-.42428809,Bath and North East Somerset,15jun2020
50,4,.57412773,.49603045,.078097299,Bath and North East Somerset,16may2020
71,4,.0069586746,.72393835,-.71697968,Bath and North East Somerset,06jun2020
22,4,.54225707,.56189203,-.019634936,Bath and North East Somerset,18apr2020
54,4,.65711868,.58486402,.072254688,Bath and North East Somerset,20may2020
5,4,1.1825533,1.0837004,.098852858,Bath and North East Somerset,01apr2020
77,4,0,.55490953,-.55490953,Bath and North East Somerset,12jun2020
70,4,.026340999,.72324556,-.69690454,Bath and North East Somerset,05jun2020
28,4,.55623662,.52402741,.032209191,Bath and North East Somerset,24apr2020
11,4,.73458654,.96551907,-.23093253,Bath and North East Somerset,07apr2020
75,4,0,.63446516,-.63446516,Bath and North East Somerset,10jun2020
83,4,0,.26890445,-.26890445,Bath and North East Somerset,18jun2020
62,4,.36459064,.7051847,-.34059405,Bath and North East Somerset,28may2020
49,4,.55815059,.49801564,.060134936,Bath and North East Somerset,15may2020
38,4,.65011358,.60561532,.04449825,Bath and North East Somerset,04may2020
56,4,.65318477,.66694278,-.01375802,Bath and North East Somerset,22may2020
86,4,0,.11269274,-.11269274,Bath and North East Somerset,21jun2020
67,4,.13121253,.69137108,-.56015855,Bath and North East Somerset,02jun2020
41,4,.65896362,.6184817,.040481918,Bath and North East Somerset,07may2020
9,4,.82866472,.96163195,-.13296726,Bath and North East Somerset,05apr2020
16,4,.65337861,.87759823,-.22421962,Bath and North East Somerset,12apr2020
66,4,.1748912,.68429923,-.509408,Bath and North East Somerset,01jun2020
15,4,.66625404,.91808349,-.25182948,Bath and North East Somerset,11apr2020
59,4,.53128558,.73371321,-.20242763,Bath and North East Somerset,25may2020
63,4,.31439075,.69336623,-.37897545,Bath and North East Somerset,29may2020
69,4,.056724645,.7146697,-.65794504,Bath and North East Somerset,04jun2020
89,4,0,.020400096,-.020400096,Bath and North East Somerset,24jun2020
30,4,.55743307,.58072013,-.023287071,Bath and North East Somerset,26apr2020
33,4,.55889249,.61361492,-.054722443,Bath and North East Somerset,29apr2020
43,4,.62537527,.60272664,.02264861,Bath and North East Somerset,09may2020
72,4,.00029308224,.7147156,-.71442252,Bath and North East Somerset,07jun2020
76,4,0,.59639049,-.59639049,Bath and North East Somerset,11jun2020
20,4,.57910275,.66032577,-.081223004,Bath and North East Somerset,16apr2020
29,4,.55886823,.55313528,.005732927,Bath and North East Somerset,25apr2020
88,4,0,.040681381,-.040681381,Bath and North East Somerset,23jun2020
73,4,0,.69537115,-.69537115,Bath and North East Somerset,08jun2020
18,4,.6216464,.77412146,-.15247504,Bath and North East Somerset,14apr2020
27,4,.54771727,.49984762,.047869641,Bath and North East Somerset,23apr2020
4,4,1.2954874,1.1559145,.13957283,Bath and North East Somerset,31mar2020
23,4,.53258067,.52482957,.0077511142,Bath and North East Somerset,19apr2020
68,4,.092194624,.70246804,-.61027342,Bath and North East Somerset,03jun2020
10,4,.77538419,.96157944,-.18619527,Bath and North East Somerset,06apr2020
39,4,.66038489,.61158049,.048804402,Bath and North East Somerset,05may2020
14,4,.67648333,.94718069,-.27069736,Bath and North East Somerset,10apr2020
19,4,.60157442,.71694952,-.11537507,Bath and North East Somerset,15apr2020
40,4,.66333854,.61678237,.046556182,Bath and North East Somerset,06may2020
61,4,.41876736,.71909726,-.30032989,Bath and North East Somerset,27may2020
7,4,.97999084,.99156713,-.011576288,Bath and North East Somerset,03apr2020
65,4,.22140491,.68238997,-.46098509,Bath and North East Somerset,31may2020
78,4,0,.5119338,-.5119338,Bath and North East Somerset,13jun2020
46,4,.56487614,.54248947,.022386646,Bath and North East Somerset,12may2020
6,4,1.0766532,1.0289195,.04773384,Bath and North East Somerset,02apr2020
42,4,.64649034,.6143648,.032125536,Bath and North East Somerset,08may2020
58,4,.58384472,.72465217,-.14080746,Bath and North East Somerset,24may2020
1,4,1.667924,1.4694465,.19847748,Bath and North East Somerset,28mar2020
17,4,.63842165,.82856101,-.19013937,Bath and North East Somerset,13apr2020
79,4,0,.46857333,-.46857333,Bath and North East Somerset,14jun2020
82,4,0,.32399812,-.32399812,Bath and North East Somerset,17jun2020
26,4,.53686434,.48567727,.051187076,Bath and North East Somerset,22apr2020
32,4,.55509359,.6115151,-.0564215,Bath and North East Somerset,28apr2020
60,4,.47522682,.73042184,-.25519505,Bath and North East Somerset,26may2020
13,4,.68765444,.96335602,-.27570155,Bath and North East Somerset,09apr2020
84,4,0,.21399516,-.21399516,Bath and North East Somerset,19jun2020
64,4,.26765615,.68560904,-.41795292,Bath and North East Somerset,30may2020
31,4,.55537599,.60084009,-.045464113,Bath and North East Somerset,27apr2020
47,4,.55652595,.52350914,.033016775,Bath and North East Somerset,13may2020
3,4,1.4150996,1.245118,.16998157,Bath and North East Somerset,30mar2020
35,4,.58632261,.60552418,-.019201554,Bath and North East Somerset,01may2020
85,4,0,.1611703,-.1611703,Bath and North East Somerset,20jun2020
44,4,.60071999,.58474183,.015978161,Bath and North East Somerset,10may2020
37,4,.63281828,.60194135,.030876935,Bath and North East Somerset,03may2020
90,4,0,.0089812484,-.0089812484,Bath and North East Somerset,25jun2020
74,4,0,.66780859,-.66780859,Bath and North East Somerset,09jun2020
45,4,.5796088,.56354403,.016064752,Bath and North East Somerset,11may2020
21,4,.55805409,.60785109,-.049797006,Bath and North East Somerset,17apr2020
34,4,.56869239,.61036474,-.041672353,Bath and North East Somerset,30apr2020
24,4,.5280962,.49885646,.029239759,Bath and North East Somerset,20apr2020
8,4,.89652669,.97030061,-.073773913,Bath and North East Somerset,04apr2020
55,4,.66062355,.62592131,.034702215,Bath and North East Somerset,21may2020
25,4,.52931172,.48522246,.044089261,Bath and North East Somerset,21apr2020
36,4,.60986573,.60211504,.007750697,Bath and North East Somerset,02may2020
87,4,0,.071672685,-.071672685,Bath and North East Somerset,22jun2020
81,4,0,.37651274,-.37651274,Bath and North East Somerset,16jun2020
2,4,1.5400994,1.3499457,.1901537,Bath and North East Somerset,29mar2020
51,4,.60058045,.50353169,.097048789,Bath and North East Somerset,17may2020
57,4,.62731308,.70167285,-.074359789,Bath and North East Somerset,23may2020
12,4,.70566797,.96796268,-.26229471,Bath and North East Somerset,08apr2020
53,4,.64613903,.54896832,.097170688,Bath and North East Somerset,19may2020
52,4,.62697834,.52131313,.10566523,Bath and North East Somerset,18may2020
48,4,.55393803,.50796169,.045976367,Bath and North East Somerset,14may2020
41,5,1.101377,1.2744942,-.17311713,Bedford,07may2020
36,5,.97724247,.95392334,.023319103,Bedford,02may2020
46,5,.92395192,.95867187,-.034719948,Bedford,12may2020
53,5,.84532231,.68104899,.16427332,Bedford,19may2020
25,5,.74462324,.76572692,-.02110365,Bedford,21apr2020
21,5,.81994349,.80201203,.01793145,Bedford,17apr2020
45,5,.9643389,1.0421447,-.077805705,Bedford,11may2020
43,5,1.046634,1.1990515,-.15241759,Bedford,09may2020
81,5,.21013318,.47461957,-.2644864,Bedford,16jun2020
40,5,1.1072198,1.2602754,-.15305558,Bedford,06may2020
70,5,.95095205,.81149334,.13945873,Bedford,05jun2020
1,5,1.5287983,1.4115983,.11719997,Bedford,28mar2020
65,5,1.0688485,.64747536,.42137313,Bedford,31may2020
80,5,.27406666,.50819689,-.2341302,Bedford,15jun2020
66,5,1.068379,.6738987,.39448035,Bedford,01jun2020
89,5,.0001223584,.053933378,-.053811021,Bedford,24jun2020
78,5,.41685978,.5639888,-.147129,Bedford,13jun2020
60,5,.97969091,.66640836,.31328258,Bedford,26may2020
61,5,.99627924,.65371192,.34256732,Bedford,27may2020
2,5,1.4146153,1.2821997,.13241556,Bedford,29mar2020
79,5,.34355867,.53713775,-.19357906,Bedford,14jun2020
82,5,.15294088,.43413875,-.28119785,Bedford,17jun2020
69,5,.99712121,.78988391,.20723729,Bedford,04jun2020
38,5,1.0677356,1.1310595,-.063324004,Bedford,04may2020
85,5,.038315386,.26288247,-.22456709,Bedford,20jun2020
18,5,.86105978,.8317368,.029323012,Bedford,14apr2020
84,5,.067564286,.32599953,-.25843525,Bedford,19jun2020
27,5,.73442018,.75527263,-.020852445,Bedford,23apr2020
73,5,.77361035,.75973612,.013874213,Bedford,08jun2020
19,5,.85202152,.82083607,.031185422,Bedford,15apr2020
88,5,.0023256401,.092808545,-.090482906,Bedford,23jun2020
16,5,.86589247,.84998959,.015902853,Bedford,12apr2020
37,5,1.0261974,1.0402292,-.01403174,Bedford,03may2020
50,5,.82125592,.72256553,.098690405,Bedford,16may2020
59,5,.96547925,.67943168,.28604758,Bedford,25may2020
47,5,.88792175,.88195044,.0059713242,Bedford,13may2020
17,5,.86500162,.84159869,.023402939,Bedford,13apr2020
44,5,1.0065863,1.1255286,-.11894222,Bedford,10may2020
32,5,.80042315,.77281266,.027610471,Bedford,28apr2020
72,5,.83715922,.79397947,.043179732,Bedford,07jun2020
77,5,.49172348,.59359652,-.10187303,Bedford,12jun2020
28,5,.73861444,.75353235,-.014917886,Bedford,24apr2020
9,5,.96237451,.87615031,.086224191,Bedford,05apr2020
42,5,1.0798827,1.2519898,-.1721071,Bedford,08may2020
29,5,.7460357,.75391585,-.007880169,Bedford,25apr2020
90,5,0,.027185377,-.027185377,Bedford,25jun2020
35,5,.92675096,.88157582,.045175146,Bedford,01may2020
31,5,.77455461,.76200193,.012552651,Bedford,27apr2020
23,5,.77914178,.7858026,-.0066608153,Bedford,19apr2020
5,5,1.1538985,1.0082042,.14569429,Bedford,01apr2020
3,5,1.3145312,1.1711476,.14338356,Bedford,30mar2020
67,5,1.0562842,.71179885,.34448534,Bedford,02jun2020
56,5,.91545081,.69406408,.2213867,Bedford,22may2020
14,5,.87090284,.86388004,.0070227957,Bedford,10apr2020
34,5,.87860793,.82773823,.050869722,Bedford,30apr2020
15,5,.86699682,.85745603,.0095407786,Bedford,11apr2020
7,5,1.0415742,.91645229,.12512195,Bedford,03apr2020
48,5,.85739243,.81566435,.041728102,Bedford,14may2020
83,5,.10520457,.38424376,-.2790392,Bedford,18jun2020
13,5,.87867486,.8676905,.010984356,Bedford,09apr2020
11,5,.90833896,.86788803,.04045096,Bedford,07apr2020
87,5,.0073736962,.14189163,-.13451794,Bedford,22jun2020
30,5,.75716311,.75652552,.00063760451,Bedford,26apr2020
58,5,.95138389,.69020718,.26117668,Bedford,24may2020
57,5,.93499488,.69534695,.23964795,Bedford,23may2020
