age,value,rate
0_to_4,140,173.2
5_to_9,129,115.6
10_to_14,181,202.1
15_to_19,814,923.9
20_to_24,1484,1786.2
25_to_29,1444,1503.2
30_to_34,1295,1273.1
35_to_39,1274,1317.7
40_to_44,1284,1373.2
45_to_49,1475,1717.2
50_to_54,1712,1676.9
55_to_59,1516,1339.4
60_to_64,936,945.9
65_to_69,461,492.6
70_to_74,423,456.6
75_to_79,501,744.6
80_to_84,573,1144.4
85_to_89,661,2035
90+,725,3481.4
