"","age","rate","value"
"1","20_to_24",517.2,8212
"2","40_to_44",481,8894
"3","85_to_89",2337.8,8202
"4","30_to_34",524.9,10146
"5","75_to_79",908.2,8180
"6","25_to_29",553.3,9920
"7","65_to_69",516.1,6982
"8","5_to_9",101.5,1837
"9","0_to_4",97.2,1645
"10","10_to_14",113.7,2060
"11","55_to_59",528.5,10184
"12","35_to_39",483.6,9192
"13","90+",3597.3,5980
"14","45_to_49",573.5,9751
"15","60_to_64",563.4,8604
"16","15_to_19",259.8,4467
"17","70_to_74",564,7502
"18","50_to_54",570.1,10486
"19","80_to_84",1478.1,9393
