"","age","rate","value"
"1","5_to_9",2241.6,41717
"2","90+",13374.6,46950
"3","40_to_44",8147.7,153546
"4","35_to_39",8779,167450
"5","80_to_84",5064.7,40743
"6","70_to_74",3073.5,44540
"7","60_to_64",5905.7,93581
"8","30_to_34",9753.5,182223
"9","0_to_4",2381.3,38254
"10","65_to_69",3729.1,53846
"11","55_to_59",6886.7,136393
"12","15_to_19",7882.5,128863
"13","45_to_49",8879.2,152199
"14","50_to_54",8383.7,157322
"15","10_to_14",3912.2,67514
"16","20_to_24",12061.8,181230
"17","75_to_79",3710.8,38591
"18","85_to_89",7924.9,41917
"19","25_to_29",11024.7,186884
