"","age","rate","value"
"1","90+",11139.1,18517
"2","10_to_14",3445.4,62447
"3","65_to_69",3881.4,52507
"4","55_to_59",5705.5,109941
"5","40_to_44",6390.6,118169
"6","25_to_29",7845.4,140647
"7","20_to_24",8500.4,134962
"8","60_to_64",5375,82089
"9","85_to_89",7517.7,26376
"10","50_to_54",6642.2,122169
"11","70_to_74",3284,43682
"12","30_to_34",7183.7,138870
"13","35_to_39",6728.7,127883
"14","45_to_49",6969.3,118492
"15","0_to_4",2075.1,35136
"16","15_to_19",5826.8,100189
"17","5_to_9",2197.3,39763
"18","80_to_84",5061.2,32162
"19","75_to_79",3921.7,35323
