"","age","rate","value"
"1","40_to_44",2363.6,43705
"2","45_to_49",2688,45702
"3","30_to_34",2691.1,52023
"4","35_to_39",2472.6,46993
"5","0_to_4",721.2,12212
"6","80_to_84",2755.7,17511
"7","90+",5812.3,9662
"8","75_to_79",1996.6,17984
"9","50_to_54",2665.7,49030
"10","85_to_89",4030.5,14141
"11","25_to_29",3016.4,54076
"12","5_to_9",749.1,13555
"13","20_to_24",3848.3,61100
"14","15_to_19",2948.2,50693
"15","70_to_74",1557.3,20714
"16","60_to_64",2236.5,34156
"17","65_to_69",1717.3,23231
"18","10_to_14",1329.3,24094
"19","55_to_59",2322.8,44758
