"","age","rate","value"
"1","85_to_89",7928.2,27816
"2","20_to_24",8996.9,142846
"3","50_to_54",7102.4,130634
"4","30_to_34",7731.3,149456
"5","10_to_14",3628.3,65762
"6","35_to_39",7250.4,137798
"7","80_to_84",5337.3,33916
"8","40_to_44",6855.3,126763
"9","60_to_64",5760.3,87974
"10","15_to_19",6092.9,104764
"11","0_to_4",2278.1,38573
"12","45_to_49",7449.4,126654
"13","5_to_9",2366.7,42828
"14","55_to_59",6105.2,117643
"15","90+",11829.7,19665
"16","25_to_29",8378.9,150210
"17","65_to_69",4134.5,55931
"18","75_to_79",4153.4,37410
"19","70_to_74",3481.9,46314
