date,mean_age,date_colour
2020-10-01,39.12337662337662,1
2020-10-02,37.166666666666664,2
2020-10-03,38.311764705882354,3
2020-10-04,37.11214165261383,4
2020-10-05,39.61217183770883,5
2020-10-06,39.5945945945946,6
2020-10-07,38.681102362204726,7
2020-10-08,37.624835742444155,8
2020-10-09,37.564,9
2020-10-10,37.918454935622314,10
2020-10-11,39.553388090349074,11
2020-10-12,37.381889763779526,12
2020-10-13,34.933581296493095,13
2020-10-14,37.48585572842999,14
2020-10-15,41.2160751565762,15
2020-10-16,37.53709198813056,16
2020-10-17,36.76377118644068,17
2020-10-18,40.755627009646304,18
2020-10-19,37.81386224934612,19
2020-10-20,36.316475495307614,20
2020-10-21,37.835985853227236,21
2020-10-22,43.07086614173228,22
2020-10-23,38.00642479213908,23
2020-10-24,41.07207615593835,24
2020-10-25,40.64766839378238,25
2020-10-26,38.21251035625518,26
2020-10-27,40.79087048832272,27
2020-10-28,41.485454545454544,28
2020-10-29,40.651986183074264,29
2020-10-30,41.62307692307692,30
2020-11-01,43.662743506493506,31
2020-11-02,42.09119496855346,32
2020-11-04,41.7594091460947,33
2020-11-05,41.99334319526627,34
2020-11-06,43.81002087682672,35
2020-11-07,44.18010752688172,36
2020-11-08,45.964017185821696,37
2020-11-09,46.75339366515837,38
2020-11-10,42.17672413793103,39
2020-11-11,48.72260668973472,40
2020-11-12,46.72012578616352,41
2020-11-13,43.48070739549839,42
2020-11-14,43.11515378844711,43
2020-11-15,41.90022421524664,44
2020-11-16,45.15625,45
2020-11-17,44.636150234741784,46
2020-11-19,41.65779283639884,47
2020-11-20,41.525590551181104,48
2020-11-21,41.2639751552795,49
2020-11-22,43.69101123595506,50
2020-11-23,42.71008403361345,51
2020-11-24,40.76350606394708,52
2020-11-25,39.475160256410255,53
2020-11-26,40.3377153218495,54
2020-11-27,42.8984753984754,55
2020-11-28,45.00998003992016,56
2020-11-29,43.44622191967325,57
2020-12-01,41.04631507775524,58
2020-12-02,40.38095238095238,59
2020-12-03,40.368796736913666,60
2020-12-04,40.51094890510949,61
2020-12-05,40.5893883951908,62
2020-12-06,39.73514851485149,63
2020-12-07,41.6206675224647,64
2020-12-08,40.95999105945463,65
2020-12-09,41.638281647178445,66
2020-12-10,41.5371697268249,67
2020-12-11,42.163616792249734,68
2020-12-14,54.99592169657423,69
2020-12-15,51.68714555765595,70
2020-12-16,39.88925706313219,71
2020-12-17,43.6659513590844,72
2020-12-18,42.400130975769486,73
2020-12-19,43.26642335766423,74
2020-12-20,43.05425448868072,75
2020-12-21,42.67934782608695,76
2020-12-22,41.68326693227092,77
2020-12-23,42.979388605836036,78
2020-12-24,43.66778523489933,79
2020-12-26,43.23913043478261,80
2020-12-27,43.351672535211264,81
2020-12-28,41.50358708648864,82
2020-12-29,42.55921052631579,83
2020-12-30,43.8189513926816,84
2020-12-31,44.0490408975751,85
2021-01-02,43.88154613466334,86
2021-01-03,44.02265542676501,87
2021-01-04,42.05512572533849,88
2021-01-05,43.398123324396785,89
2021-01-06,44.19772859638905,90
2021-01-07,42.90812223562525,91
2021-01-08,44.49831365935919,92
2021-01-09,43.75072463768116,93
2021-01-11,44.32569496619083,94
2021-01-12,45.10600130463144,95
2021-01-13,44.57242848447961,96
2021-01-14,44.60409745293466,97
2021-01-15,45.051064754454586,98
2021-01-17,45.32706766917293,99
2021-01-18,42.52260397830018,100
2021-01-19,43.13912704598597,101
2021-01-20,46.25383828045036,102
2021-01-22,44.51112140871177,103
2021-01-23,45.204081632653065,104
2021-01-25,42.702108963093146,105
2021-01-26,43.90595903165735,106
2021-01-27,45,107
2021-01-28,46.41025641025641,108
2021-01-29,44.094301221166894,109
2021-01-30,44.764462809917354,110
2021-01-31,43.56349206349206,111
2021-02-01,42.71986970684039,112
2021-02-02,46.28021978021978,113
2021-02-03,45.65257352941177,114
2021-02-04,44.84608208955224,115
2021-02-06,42.23913043478261,116
2021-02-07,41.778688524590166,117
2021-02-08,44.07738095238095,118
2021-02-10,44.56286836935167,119
2021-02-13,44.46338383838384,120
2021-02-14,43.957680250783696,121
2021-02-16,46.424731182795696,122
2021-02-17,44.51724137931034,123
2021-02-18,41.409774436090224,124
2021-02-19,45.05730659025788,125
2021-02-21,42.405660377358494,126
2021-02-22,43.58050847457627,127
2021-02-23,43.31730769230769,128
2021-02-25,44.98376623376623,129
2021-02-26,41.70224719101124,130
2021-02-28,42.90055248618785,131
2021-03-02,40.86538461538461,132
2021-03-03,41.207070707070706,133
2021-03-04,40.33505154639175,134
2021-03-05,44.53947368421053,135
2021-03-06,40.97560975609756,136
2021-03-08,38.243589743589745,137
2021-03-09,38.166666666666664,138
2021-03-11,38.60275689223057,139
2021-03-13,37.17741935483871,140
2021-03-14,36.108870967741936,141
2021-03-15,39.8758865248227,142
2021-03-16,37.05882352941177,143
2021-03-17,37.5,144
2021-03-19,35.53970223325062,145
2021-03-20,35.266666666666666,146
2021-03-22,37.30701754385965,147
2021-03-23,37.52202643171806,148
2021-03-24,36.76315789473684,149
2021-03-25,34.96268656716418,150
2021-03-26,34.89766081871345,151
2021-03-27,36.74,152
2021-03-28,37.287234042553195,153
2021-03-29,36.583333333333336,154
2021-03-31,39.57446808510638,155
2021-04-03,34.398395721925134,156
2021-04-04,37.17479674796748,157
2021-04-06,40.401234567901234,158
2021-04-07,38.59649122807018,159
2021-04-09,41.84285714285714,160
2021-04-11,45.108695652173914,161
2021-04-12,38.96153846153846,162
2021-04-13,36.68269230769231,163
2021-04-14,47.083333333333336,164
2021-04-15,38.65384615384615,165
