"","age","rate","value"
"1","90+",11498.2,19114
"2","60_to_64",5566.1,85008
"3","0_to_4",2179.1,36897
"4","50_to_54",6875.6,126462
"5","15_to_19",5959.4,102469
"6","5_to_9",2282.9,41311
"7","45_to_49",7206.8,122529
"8","30_to_34",7451.7,144050
"9","40_to_44",6617.7,122369
"10","10_to_14",3539.4,64151
"11","55_to_59",5901.6,113719
"12","25_to_29",8115.8,145494
"13","85_to_89",7726.7,27109
"14","75_to_79",4037.6,36367
"15","70_to_74",3384.4,45017
"16","80_to_84",5212.2,33121
"17","35_to_39",6985.9,132771
"18","65_to_69",4010.7,54257
"19","20_to_24",8743.7,138826
