"","age","rate","value"
"1","40_to_44",2818.3,52113
"2","70_to_74",1746.1,23226
"3","50_to_54",3091.4,56860
"4","15_to_19",3400.2,58465
"5","35_to_39",2922,55535
"6","0_to_4",880.9,14915
"7","45_to_49",3184.8,54148
"8","55_to_59",2656.1,51181
"9","85_to_89",4535.8,15914
"10","30_to_34",3134.3,60590
"11","75_to_79",2229.9,20085
"12","10_to_14",1797.9,32586
"13","90+",6600.9,10973
"14","80_to_84",3073.5,19531
"15","25_to_29",3473,62262
"16","60_to_64",2537.8,38759
"17","5_to_9",997.2,18046
"18","20_to_24",4281.4,67977
"19","65_to_69",1930.1,26110
