"","age","rate","value"
"1","90+",12741.6,44728
"2","25_to_29",10413.2,176519
"3","80_to_84",4844,38968
"4","60_to_64",5554.3,88013
"5","35_to_39",8236.2,157097
"6","20_to_24",11454.4,172104
"7","15_to_19",7557.2,123544
"8","30_to_34",9152.7,170998
"9","55_to_59",6497.1,128677
"10","85_to_89",7558.5,39979
"11","75_to_79",3538.1,36795
"12","40_to_44",7694.6,145007
"13","70_to_74",2920.1,42317
"14","0_to_4",2194.4,35252
"15","5_to_9",2085.1,38804
"16","50_to_54",7919.6,148612
"17","65_to_69",3524.9,50897
"18","10_to_14",3724,64266
"19","45_to_49",8406.5,144096
