age,rate,value
0_to_4,2046.1,1733
5_to_9,1790.9,1896
10_to_14,2872.4,2706
15_to_19,5596.8,5189
20_to_24,8753.6,7817
25_to_29,6848.6,7283
30_to_34,6423.7,6844
35_to_39,6287.7,6053
40_to_44,6134.7,5608
45_to_49,7274.5,6086
50_to_54,6814.8,6609
55_to_59,5933.3,6366
60_to_64,5041.5,4734
65_to_69,3528.5,3125
70_to_74,3241.1,2808
75_to_79,3978,2367
80_to_84,5276.9,2095
85_to_89,6861.1,1468
90+,10628.4,1030
