"","age","rate","value"
"1","30_to_34",579.8,10832
"2","25_to_29",676,11460
"3","85_to_89",1974.9,10446
"4","50_to_54",659.9,12383
"5","0_to_4",44.8,720
"6","70_to_74",350.8,5084
"7","40_to_44",522.9,9855
"8","20_to_24",522.3,7847
"9","80_to_84",1106.7,8903
"10","55_to_59",563.4,11158
"11","45_to_49",661.5,11338
"12","60_to_64",486.4,7708
"13","15_to_19",158.8,2596
"14","65_to_69",319.2,4609
"15","75_to_79",620.1,6449
"16","35_to_39",498.2,9502
"17","5_to_9",45.7,851
"18","90+",3366.6,11818
"19","10_to_14",57.5,993
