age,rate,value
0_to_4,2466.5,1994
5_to_9,1854.6,2070
10_to_14,3377,3025
15_to_19,8137.9,7170
20_to_24,12860.9,10685
25_to_29,10785,10360
30_to_34,9538.2,9702
35_to_39,9173.9,8870
40_to_44,8709.7,8144
45_to_49,10384.9,8920
50_to_54,9469.9,9668
55_to_59,7681.9,8695
60_to_64,6112,6048
65_to_69,3699.6,3462
70_to_74,3267.1,3027
75_to_79,4067.9,2737
80_to_84,5674.3,2841
85_to_89,8598.6,2793
90+,14122.4,2941
