age,value,rate
0_to_4,504,623.4
5_to_9,471,422
10_to_14,775,865.2
15_to_19,3182,3611.6
20_to_24,3977,4786.9
25_to_29,3520,3664.4
30_to_34,3179,3125.3
35_to_39,2966,3067.6
40_to_44,2911,3113.2
45_to_49,3244,3776.7
50_to_54,3580,3506.6
55_to_59,3172,2802.4
60_to_64,2005,2026.2
65_to_69,1063,1136
70_to_74,968,1044.8
75_to_79,984,1462.5
80_to_84,1086,2169.1
85_to_89,1139,3506.6
90+,1233,5920.8
