"","age","rate","value"
"1","50_to_54",2927.1,53838
"2","85_to_89",4362,15304
"3","35_to_39",2737,52018
"4","30_to_34",2955,57123
"5","65_to_69",1850.6,25035
"6","0_to_4",816.7,13829
"7","70_to_74",1674.5,22273
"8","45_to_49",2987.8,50798
"9","15_to_19",3221.4,55390
"10","5_to_9",901.9,16321
"11","75_to_79",2150.9,19373
"12","80_to_84",2959.1,18804
"13","20_to_24",4098.8,65077
"14","10_to_14",1616.5,29298
"15","55_to_59",2522.8,48613
"16","25_to_29",3284.6,58884
"17","40_to_44",2634.7,48719
"18","90+",6338.1,10536
"19","60_to_64",2421.2,36978
