"","age","rate","value"
"1","70_to_74",1359.1,18078
"2","85_to_89",3574.7,12542
"3","55_to_59",1982.8,38208
"4","20_to_24",3428.3,54431
"5","90+",5169.2,8593
"6","30_to_34",2294.1,44348
"7","65_to_69",1484,20076
"8","5_to_9",552.7,10001
"9","15_to_19",2548.5,43821
"10","60_to_64",1916.9,29275
"11","25_to_29",2604.2,46686
"12","40_to_44",1969.3,36415
"13","0_to_4",580.8,9834
"14","45_to_49",2255,38339
"15","10_to_14",947,17164
"16","35_to_39",2094.1,39799
"17","80_to_84",2432.9,15460
"18","50_to_54",2261.8,41602
"19","75_to_79",1757.9,15834
