"","age","rate","value"
"1","10_to_14",29.6,536
"2","5_to_9",27.2,493
"3","75_to_79",790.7,7122
"4","70_to_74",472.4,6283
"5","85_to_89",2079,7294
"6","60_to_64",427.5,6529
"7","30_to_34",268.5,5190
"8","65_to_69",402.7,5448
"9","15_to_19",56.4,969
"10","0_to_4",26.4,447
"11","90+",3191.9,5306
"12","55_to_59",382.7,7375
"13","40_to_44",285.7,5282
"14","25_to_29",260.7,4673
"15","50_to_54",401.1,7378
"16","20_to_24",165.3,2625
"17","35_to_39",259.3,4929
"18","45_to_49",378.8,6440
"19","80_to_84",1290.7,8202
