age,value,rate
0_to_4,179,221.4
5_to_9,162,145.1
10_to_14,228,254.5
15_to_19,1369,1553.8
20_to_24,1831,2203.9
25_to_29,1650,1717.7
30_to_34,1476,1451.1
35_to_39,1461,1511.1
40_to_44,1460,1561.4
45_to_49,1649,1919.8
50_to_54,1900,1861.1
55_to_59,1705,1506.3
60_to_64,1054,1065.2
65_to_69,533,569.6
70_to_74,480,518.1
75_to_79,550,817.4
80_to_84,630,1258.3
85_to_89,699,2152
90+,766,3678.3
