"","age","rate","value"
"1","65_to_69",174.5,2519
"2","35_to_39",218.7,4171
"3","10_to_14",9.8,169
"4","30_to_34",257.1,4804
"5","5_to_9",6.8,126
"6","80_to_84",593.2,4772
"7","70_to_74",206.3,2990
"8","20_to_24",166.1,2495
"9","90+",1468.2,5154
"10","45_to_49",319.1,5469
"11","55_to_59",274.2,5430
"12","0_to_4",15.1,243
"13","60_to_64",248.1,3931
"14","25_to_29",288.5,4890
"15","40_to_44",239.4,4511
"16","75_to_79",356.5,3707
"17","50_to_54",323.7,6074
"18","15_to_19",33.6,550
"19","85_to_89",969.9,5130
