"","age","rate","value"
"1","15_to_19",203,3491
"2","20_to_24",416.1,6606
"3","85_to_89",2314.9,8122
"4","50_to_54",531.1,9768
"5","75_to_79",891.6,8031
"6","10_to_14",87.7,1590
"7","40_to_44",437.8,8095
"8","65_to_69",494.2,6686
"9","25_to_29",481.7,8636
"10","30_to_34",463.6,8961
"11","60_to_64",535.2,8174
"12","90+",3555.8,5911
"13","0_to_4",80.5,1363
"14","55_to_59",495.6,9549
"15","70_to_74",547.5,7282
"16","5_to_9",77.3,1399
"17","80_to_84",1456.7,9257
"18","45_to_49",528.9,8992
"19","35_to_39",434.2,8252
