"","age","rate","value"
"1","55_to_59",2743.6,52867
"2","40_to_44",2934.9,54270
"3","90+",6744.1,11211
"4","85_to_89",4639,16276
"5","35_to_39",3041.2,57799
"6","25_to_29",3610,64717
"7","70_to_74",1786.9,23769
"8","65_to_69",1980.9,26798
"9","60_to_64",2614,39922
"10","80_to_84",3140.3,19955
"11","10_to_14",1918.2,34767
"12","30_to_34",3254.6,62916
"13","45_to_49",3313.1,56329
"14","5_to_9",1055.5,19100
"15","50_to_54",3202.3,58900
"16","20_to_24",4405.2,69942
"17","0_to_4",920.3,15582
"18","75_to_79",2275.1,20492
"19","15_to_19",3516.1,60458
