"","age","rate","value"
"1","60_to_64",460.8,7037
"2","10_to_14",43.2,783
"3","75_to_79",839.3,7560
"4","40_to_44",322.3,5960
"5","90+",3392.2,5639
"6","5_to_9",36.5,660
"7","55_to_59",418.7,8069
"8","15_to_19",75.6,1300
"9","30_to_34",312.8,6046
"10","70_to_74",502.3,6682
"11","50_to_54",437.3,8044
"12","80_to_84",1381.2,8777
"13","65_to_69",433.2,5861
"14","20_to_24",204.1,3241
"15","35_to_39",299.9,5700
"16","85_to_89",2208.4,7748
"17","45_to_49",418.7,7119
"18","25_to_29",305.7,5480
"19","0_to_4",35.6,602
