"","age","rate","value"
"1","35_to_39",1237.9,23612
"2","30_to_34",1431.6,26746
"3","55_to_59",1150.9,22794
"4","45_to_49",1425.1,24427
"5","25_to_29",1743.6,29557
"6","50_to_54",1393,26140
"7","15_to_19",2018.3,32995
"8","65_to_69",628.1,9069
"9","40_to_44",1199.8,22610
"10","10_to_14",386.5,6670
"11","70_to_74",576.5,8354
"12","80_to_84",1411.1,11352
"13","90+",4047.1,14207
"14","85_to_89",2393.5,12660
"15","5_to_9",218.8,4072
"16","60_to_64",971.2,15390
"17","0_to_4",270,4338
"18","75_to_79",872.3,9072
"19","20_to_24",2376.6,35709
