"","age","rate","value"
"1","5_to_9",65.9,1193
"2","25_to_29",417.7,7489
"3","35_to_39",394.6,7500
"4","85_to_89",2295.6,8054
"5","80_to_84",1440.1,9151
"6","40_to_44",403.8,7466
"7","15_to_19",143.8,2473
"8","45_to_49",495.2,8420
"9","60_to_64",514.5,7858
"10","20_to_24",330.5,5248
"11","75_to_79",880.2,7928
"12","70_to_74",536.6,7138
"13","50_to_54",502.5,9243
"14","0_to_4",68,1152
"15","55_to_59",473.4,9122
"16","10_to_14",73.9,1339
"17","90+",3522.1,5855
"18","30_to_34",415.2,8026
"19","65_to_69",480.9,6505
