"","age","rate","value"
"1","55_to_59",2966.3,57158
"2","90+",7036.5,11697
"3","75_to_79",2398.6,21604
"4","40_to_44",3237.7,59868
"5","5_to_9",1178.3,21322
"6","65_to_69",2115,28612
"7","35_to_39",3354.9,63762
"8","85_to_89",4859.1,17048
"9","45_to_49",3634.3,61790
"10","15_to_19",3749,64463
"11","25_to_29",3985.8,71454
"12","50_to_54",3474.7,63910
"13","80_to_84",3278.4,20833
"14","0_to_4",1020.7,17283
"15","30_to_34",3599.3,69579
"16","20_to_24",4733.6,75156
"17","70_to_74",1896.4,25225
"18","10_to_14",2126.5,38543
"19","60_to_64",2811.3,42936
