"","age","rate","value"
"1","25_to_29",112.3,2013
"2","40_to_44",151.6,2804
"3","35_to_39",124.1,2358
"4","30_to_34",120,2320
"5","15_to_19",15.4,264
"6","75_to_79",547.5,4931
"7","90+",1807.1,3004
"8","60_to_64",265.1,4049
"9","45_to_49",208.4,3544
"10","55_to_59",227.5,4383
"11","70_to_74",324.2,4312
"12","65_to_69",268.7,3635
"13","0_to_4",18.5,313
"14","80_to_84",852.8,5419
"15","85_to_89",1288,4519
"16","10_to_14",8.2,149
"17","20_to_24",52.8,838
"18","5_to_9",6.4,115
"19","50_to_54",227.2,4178
