"","age","rate","value"
"1","0_to_4",936.4,15043
"2","35_to_39",3766.6,71845
"3","45_to_49",4054.1,69492
"4","70_to_74",1437.5,20832
"5","55_to_59",3072.8,60858
"6","80_to_84",2686,21608
"7","65_to_69",1672.9,24156
"8","75_to_79",1868.5,19432
"9","30_to_34",4143.2,77407
"10","10_to_14",1948.4,33624
"11","40_to_44",3607.2,67978
"12","15_to_19",4483.8,73301
"13","90+",7105.2,24942
"14","60_to_64",2600,41200
"15","20_to_24",5713.8,85851
"16","25_to_29",4770.8,80871
"17","50_to_54",3776.8,70872
"18","85_to_89",4290,22691
"19","5_to_9",956.6,17803
