"","age","rate","value"
"1","55_to_59",6629.9,131307
"2","35_to_39",8415,160508
"3","15_to_19",7663.3,125279
"4","50_to_54",8076.6,151559
"5","90+",12985.2,45583
"6","5_to_9",2138,39789
"7","65_to_69",3596.4,51930
"8","60_to_64",5670,89846
"9","30_to_34",9348.8,174663
"10","10_to_14",3785.4,65326
"11","70_to_74",2975.1,43115
"12","0_to_4",2259.2,36293
"13","80_to_84",4927.2,39637
"14","40_to_44",7847.5,147888
"15","25_to_29",10620.7,180036
"16","85_to_89",7696.7,40710
"17","20_to_24",11655.1,175119
"18","75_to_79",3605.1,37492
"19","45_to_49",8565.9,146828
