age,rate,value
0_to_4,2082.7,1764
5_to_9,1821.2,1928
10_to_14,2906.3,2738
15_to_19,5655.1,5243
20_to_24,8849.9,7903
25_to_29,6954.9,7396
30_to_34,6508.2,6934
35_to_39,6392.6,6154
40_to_44,6210.1,5677
45_to_49,7373.7,6169
50_to_54,6924.1,6715
55_to_59,6018.2,6457
60_to_64,5108.6,4797
65_to_69,3575.9,3167
70_to_74,3282.7,2844
75_to_79,4036.8,2402
80_to_84,5324.8,2114
85_to_89,6940.5,1485
90+,10762.6,1043
