"","age","rate","value"
"1","65_to_69",753.8,10884
"2","10_to_14",519.1,8959
"3","60_to_64",1166.1,18478
"4","5_to_9",277.5,5164
"5","45_to_49",1726.9,29600
"6","35_to_39",1522.9,29047
"7","55_to_59",1384.5,27420
"8","90+",4277.9,15017
"9","85_to_89",2566.9,13577
"10","30_to_34",1755.7,32802
"11","50_to_54",1676.3,31457
"12","40_to_44",1458.7,27490
"13","20_to_24",2867.1,43079
"14","75_to_79",982.3,10216
"15","70_to_74",679.7,9850
"16","0_to_4",341,5478
"17","80_to_84",1532.6,12329
"18","15_to_19",2382.8,38953
"19","25_to_29",2114.2,35838
