age,value,rate
0_to_4,692,817
5_to_9,753,711.3
10_to_14,1179,1251.5
15_to_19,2850,3074
20_to_24,3841,4301.2
25_to_29,3151,2963.1
30_to_34,2945,2764.1
35_to_39,2641,2743.4
40_to_44,2515,2751.2
45_to_49,2806,3354
50_to_54,2904,2994.4
55_to_59,2889,2692.7
60_to_64,1987,2116.1
65_to_69,1354,1528.8
70_to_74,1276,1472.8
75_to_79,1275,2142.8
80_to_84,1144,2881.5
85_to_89,878,4103.6
90+,623,6428.6
