"","age","rate","value"
"1","5_to_9",83.4,1552
"2","80_to_84",1163.8,9362
"3","85_to_89",2076.3,10982
"4","65_to_69",365.5,5277
"5","55_to_59",648.8,12849
"6","25_to_29",891.6,15114
"7","35_to_39",627,11960
"8","60_to_64",562.7,8917
"9","40_to_44",636.4,11993
"10","75_to_79",659.6,6860
"11","70_to_74",384.6,5573
"12","30_to_34",737,13769
"13","45_to_49",782.4,13411
"14","20_to_24",798.2,11993
"15","0_to_4",85.9,1380
"16","10_to_14",102.6,1771
"17","50_to_54",771.6,14479
"18","90+",3547.2,12452
"19","15_to_19",308.7,5046
