"","age","rate","value"
"1","25_to_29",605.6,10856
"2","10_to_14",139.4,2527
"3","35_to_39",524.3,9964
"4","30_to_34",569.2,11003
"5","0_to_4",109.7,1858
"6","70_to_74",578,7688
"7","90+",3629.8,6034
"8","80_to_84",1492.8,9486
"9","65_to_69",532.2,7199
"10","45_to_49",612.2,10408
"11","5_to_9",117.6,2129
"12","85_to_89",2363.1,8291
"13","20_to_24",587.4,9327
"14","40_to_44",516.5,9551
"15","15_to_19",302.1,5195
"16","55_to_59",555.5,10705
"17","50_to_54",603.4,11098
"18","75_to_79",924.6,8328
"19","60_to_64",586.1,8951
