"","age","rate","value"
"1","85_to_89",7869.5,27610
"2","30_to_34",7630.7,147510
"3","50_to_54",7020.1,129120
"4","20_to_24",8905.4,141392
"5","90+",11716,19476
"6","15_to_19",6045.3,103946
"7","40_to_44",6768.3,125154
"8","35_to_39",7151.4,135916
"9","80_to_84",5295.2,33649
"10","55_to_59",6034.1,116272
"11","65_to_69",4092.1,55358
"12","0_to_4",2241.2,37949
"13","75_to_79",4112.4,37041
"14","5_to_9",2337.4,42297
"15","60_to_64",5688.9,86883
"16","45_to_49",7360.1,125136
"17","70_to_74",3448.2,45866
"18","10_to_14",3598.5,65221
"19","25_to_29",8283.5,148500
