"","age","rate","value"
"1","25_to_29",251.5,4508
"2","5_to_9",25.5,461
"3","85_to_89",2045,7175
"4","75_to_79",775.9,6989
"5","90+",3120.9,5188
"6","70_to_74",463.2,6161
"7","30_to_34",259.5,5017
"8","50_to_54",392.3,7215
"9","60_to_64",419.4,6405
"10","15_to_19",53.5,920
"11","55_to_59",375.6,7237
"12","65_to_69",395,5343
"13","20_to_24",158.1,2510
"14","0_to_4",25.7,435
"15","40_to_44",278.6,5152
"16","45_to_49",370.1,6293
"17","35_to_39",251.5,4780
"18","10_to_14",27.4,496
"19","80_to_84",1267.1,8052
