age,value,rate
0_to_4,208,245.6
5_to_9,190,179.5
10_to_14,311,330.1
15_to_19,1182,1274.9
20_to_24,1415,1584.5
25_to_29,1199,1127.5
30_to_34,1099,1031.5
35_to_39,1015,1054.4
40_to_44,956,1045.8
45_to_49,1081,1292.1
50_to_54,1142,1177.6
55_to_59,1209,1126.8
60_to_64,818,871.1
65_to_69,558,630.1
70_to_74,609,702.9
75_to_79,665,1117.6
80_to_84,611,1539
85_to_89,491,2294.8
90+,351,3621.9
