n,area_number,actual_data,synthetic_cntrl,difference,area_name,date
3,1,1.0789369,1.023963,.054973967,Barking and Dagenham,30mar2020
71,1,.98233861,.73444629,.24789235,Barking and Dagenham,06jun2020
78,1,.87062365,.3426722,.52795148,Barking and Dagenham,13jun2020
77,1,.87452686,.40706062,.46746624,Barking and Dagenham,12jun2020
89,1,.049210947,.0078943493,.041316599,Barking and Dagenham,24jun2020
41,1,.58751988,.63617599,-.048656076,Barking and Dagenham,07may2020
79,1,.85581595,.28498551,.57083046,Barking and Dagenham,14jun2020
57,1,.65115732,.70097429,-.049816944,Barking and Dagenham,23may2020
16,1,.59190392,.60604417,-.014140244,Barking and Dagenham,12apr2020
81,1,.7676239,.19694039,.57068354,Barking and Dagenham,16jun2020
67,1,.85783339,.63307685,.22475652,Barking and Dagenham,02jun2020
12,1,.70800388,.65006334,.057940561,Barking and Dagenham,08apr2020
35,1,.66874993,.63665831,.032091603,Barking and Dagenham,01may2020
87,1,.16957745,.024691425,.14488603,Barking and Dagenham,22jun2020
17,1,.56263274,.607687,-.045054261,Barking and Dagenham,13apr2020
7,1,.84176898,.75362301,.088145964,Barking and Dagenham,03apr2020
66,1,.79928881,.61242735,.18686144,Barking and Dagenham,01jun2020
84,1,.47519109,.10791382,.36727726,Barking and Dagenham,19jun2020
53,1,.46294352,.75045657,-.28751302,Barking and Dagenham,19may2020
11,1,.73157638,.66645598,.065120392,Barking and Dagenham,07apr2020
19,1,.51389891,.62819421,-.1142953,Barking and Dagenham,15apr2020
90,1,.018633898,.0035807581,.01505314,Barking and Dagenham,25jun2020
54,1,.49945748,.74532515,-.24586765,Barking and Dagenham,20may2020
69,1,.95875728,.69695485,.26180241,Barking and Dagenham,04jun2020
36,1,.63059604,.63438779,-.003791766,Barking and Dagenham,02may2020
25,1,.62539494,.70961952,-.084224597,Barking and Dagenham,21apr2020
40,1,.58011317,.62926263,-.049149461,Barking and Dagenham,06may2020
8,1,.81006259,.72360116,.086461432,Barking and Dagenham,04apr2020
88,1,.09962821,.01347038,.086157829,Barking and Dagenham,23jun2020
64,1,.72295636,.60779905,.11515729,Barking and Dagenham,30may2020
21,1,.49440208,.6553641,-.16096202,Barking and Dagenham,17apr2020
26,1,.69095832,.71594948,-.024991183,Barking and Dagenham,22apr2020
85,1,.36175478,.075834349,.28592041,Barking and Dagenham,20jun2020
56,1,.60112685,.71989137,-.11876453,Barking and Dagenham,22may2020
55,1,.54845929,.73516476,-.18670544,Barking and Dagenham,21may2020
22,1,.50251132,.66972953,-.16721819,Barking and Dagenham,18apr2020
38,1,.58463192,.62824297,-.043611065,Barking and Dagenham,04may2020
58,1,.69352967,.68297666,.010552994,Barking and Dagenham,24may2020
2,1,1.1827486,1.1438558,.03889275,Barking and Dagenham,29mar2020
6,1,.87983525,.79483426,.085000977,Barking and Dagenham,02apr2020
31,1,.84005845,.66988027,.17017816,Barking and Dagenham,27apr2020
72,1,.96674961,.72084838,.24590121,Barking and Dagenham,07jun2020
20,1,.49918047,.64153939,-.14235896,Barking and Dagenham,16apr2020
18,1,.5359984,.61595297,-.079954594,Barking and Dagenham,14apr2020
27,1,.75443995,.71625829,.038181681,Barking and Dagenham,23apr2020
4,1,.99432647,.92639083,.067935631,Barking and Dagenham,31mar2020
23,1,.52677685,.68442702,-.15765014,Barking and Dagenham,19apr2020
52,1,.44397637,.74667239,-.30269602,Barking and Dagenham,18may2020
15,1,.62291068,.61109883,.01181183,Barking and Dagenham,11apr2020
47,1,.51044232,.65956783,-.14912553,Barking and Dagenham,13may2020
43,1,.59112787,.64616829,-.055040445,Barking and Dagenham,09may2020
37,1,.60202813,.63140839,-.029380243,Barking and Dagenham,03may2020
73,1,.93969542,.68073058,.25896481,Barking and Dagenham,08jun2020
34,1,.71506524,.64008796,.074977264,Barking and Dagenham,30apr2020
33,1,.76488537,.64644307,.11844232,Barking and Dagenham,29apr2020
76,1,.87664515,.47680524,.39983991,Barking and Dagenham,11jun2020
14,1,.65385646,.62144983,.032406636,Barking and Dagenham,10apr2020
28,1,.8060264,.71058387,.095442519,Barking and Dagenham,24apr2020
83,1,.58826309,.13739836,.45086473,Barking and Dagenham,18jun2020
24,1,.56843913,.69838351,-.12994437,Barking and Dagenham,20apr2020
42,1,.59313506,.64289916,-.049764104,Barking and Dagenham,08may2020
46,1,.53775573,.65147704,-.1137213,Barking and Dagenham,12may2020
61,1,.73292291,.64721501,.085707925,Barking and Dagenham,27may2020
74,1,.91027391,.6203528,.28992113,Barking and Dagenham,09jun2020
45,1,.56193054,.64739108,-.085460551,Barking and Dagenham,11may2020
59,1,.72342879,.66877729,.05465148,Barking and Dagenham,25may2020
82,1,.68859464,.16522858,.52336609,Barking and Dagenham,17jun2020
62,1,.72067308,.63276869,.087904379,Barking and Dagenham,28may2020
50,1,.44673276,.71103746,-.26430467,Barking and Dagenham,16may2020
65,1,.75166404,.60424972,.14741434,Barking and Dagenham,31may2020
68,1,.9152056,.66328073,.25192487,Barking and Dagenham,03jun2020
5,1,.92891067,.85106415,.077846542,Barking and Dagenham,01apr2020
70,1,.98087633,.72401977,.25685656,Barking and Dagenham,05jun2020
63,1,.71410739,.61850083,.095606558,Barking and Dagenham,29may2020
51,1,.44005093,.73205006,-.29199913,Barking and Dagenham,17may2020
10,1,.75566447,.68335968,.072304778,Barking and Dagenham,06apr2020
