age,rate,value
0_to_4,2564.4,2172
5_to_9,2155.6,2282
10_to_14,3313.9,3122
15_to_19,6214.9,5762
20_to_24,9846.6,8793
25_to_29,7935.6,8439
30_to_34,7505.9,7997
35_to_39,7316.1,7043
40_to_44,7063.4,6457
45_to_49,8315.6,6957
50_to_54,7836.7,7600
55_to_59,6799.2,7295
60_to_64,5766.8,5415
65_to_69,4062.6,3598
70_to_74,3692.5,3199
75_to_79,4574.6,2722
80_to_84,6090.5,2418
85_to_89,8155.7,1745
90+,12640.6,1225
