age,value,rate
0_to_4,444,524.2
5_to_9,412,389.2
10_to_14,676,717.6
15_to_19,2192,2364.3
20_to_24,2824,3162.4
25_to_29,2193,2062.2
30_to_34,2033,1908.1
35_to_39,1825,1895.8
40_to_44,1755,1919.8
45_to_49,1946,2326
50_to_54,2023,2086
55_to_59,2097,1954.5
60_to_64,1394,1484.6
65_to_69,952,1074.9
70_to_74,933,1076.9
75_to_79,953,1601.6
80_to_84,844,2125.9
85_to_89,671,3136.1
90+,479,4942.7
