"","age","rate","value"
"1","35_to_39",1319.8,25084
"2","50_to_54",1421.1,26138
"3","90+",4257.9,7078
"4","0_to_4",352.2,5963
"5","55_to_59",1255.7,24196
"6","20_to_24",2341.2,37171
"7","40_to_44",1230.8,22759
"8","10_to_14",545.2,9882
"9","5_to_9",324.9,5879
"10","25_to_29",1659.9,29758
"11","70_to_74",951.5,12657
"12","30_to_34",1451,28049
"13","75_to_79",1310.6,11805
"14","45_to_49",1420.4,24149
"15","65_to_69",986.8,13350
"16","60_to_64",1224,18694
"17","15_to_19",1844,31707
"18","85_to_89",2892.7,10149
"19","80_to_84",1921.8,12212
