"","age","rate","value"
"1","85_to_89",2234.6,7840
"2","35_to_39",313.4,5956
"3","90+",3425.9,5695
"4","0_to_4",39.2,663
"5","25_to_29",318.7,5713
"6","5_to_9",40.5,733
"7","45_to_49",432.1,7347
"8","75_to_79",848.4,7642
"9","65_to_69",441.9,5978
"10","10_to_14",47.6,863
"11","40_to_44",333.9,6174
"12","80_to_84",1396.3,8873
"13","15_to_19",82.4,1417
"14","20_to_24",217.7,3457
"15","55_to_59",427.7,8241
"16","30_to_34",328.9,6359
"17","50_to_54",447,8222
"18","70_to_74",509.4,6776
"19","60_to_64",469.8,7175
