"","age","rate","value"
"1","5_to_9",141.2,2555
"2","60_to_64",641.4,9796
"3","30_to_34",665.1,12858
"4","0_to_4",137,2320
"5","65_to_69",574.6,7773
"6","25_to_29",721.1,12927
"7","70_to_74",609.1,8102
"8","90+",3674.9,6109
"9","50_to_54",679.1,12491
"10","80_to_84",1525.5,9694
"11","20_to_24",752,11939
"12","55_to_59",621.8,11981
"13","35_to_39",610.1,11595
"14","85_to_89",2406.7,8444
"15","45_to_49",691.4,11756
"16","40_to_44",587.5,10864
"17","75_to_79",954.6,8598
"18","10_to_14",187.7,3402
"19","15_to_19",431.8,7425
