"","age","rate","value"
"1","25_to_29",618.7,10488
"2","50_to_54",625.8,11743
"3","90+",3285.4,11533
"4","45_to_49",620.2,10631
"5","85_to_89",1927.1,10193
"6","0_to_4",31.9,512
"7","5_to_9",33.7,627
"8","35_to_39",458.4,8744
"9","75_to_79",600.7,6247
"10","20_to_24",462.2,6945
"11","55_to_59",536,10616
"12","65_to_69",299.6,4326
"13","40_to_44",483.8,9118
"14","10_to_14",43.2,745
"15","70_to_74",336.1,4871
"16","80_to_84",1076.1,8657
"17","60_to_64",460.9,7303
"18","30_to_34",532.1,9941
"19","15_to_19",128.9,2108
