age,value,rate
0_to_4,186,219.6
5_to_9,166,156.8
10_to_14,277,294
15_to_19,994,1072.1
20_to_24,1257,1407.6
25_to_29,1115,1048.5
30_to_34,1016,953.6
35_to_39,956,993.1
40_to_44,886,969.2
45_to_49,1010,1207.2
50_to_54,1073,1106.4
55_to_59,1117,1041.1
60_to_64,764,813.6
65_to_69,527,595
70_to_74,578,667.2
75_to_79,638,1072.2
80_to_84,582,1466
85_to_89,472,2206
90+,341,3518.7
