"","age","rate","value"
"1","75_to_79",543.9,5656
"2","35_to_39",396.8,7568
"3","20_to_24",380.8,5721
"4","15_to_19",95.4,1560
"5","50_to_54",560.7,10522
"6","60_to_64",412.7,6539
"7","0_to_4",21.4,344
"8","30_to_34",458.5,8566
"9","5_to_9",21.3,397
"10","10_to_14",27.9,481
"11","80_to_84",965.5,7767
"12","70_to_74",301.8,4374
"13","55_to_59",480.9,9525
"14","45_to_49",551,9444
"15","65_to_69",265.7,3837
"16","85_to_89",1724.1,9119
"17","25_to_29",530.6,8995
"18","90+",2911.1,10219
"19","40_to_44",424.5,8000
