"","age","rate","value"
"1","35_to_39",2192,41661
"2","50_to_54",2371,43610
"3","30_to_34",2396.3,46323
"4","85_to_89",3676.5,12899
"5","0_to_4",617.9,10463
"6","70_to_74",1412.5,18789
"7","45_to_49",2368.4,40267
"8","10_to_14",1027.5,18623
"9","55_to_59",2080.7,40093
"10","5_to_9",595.1,10769
"11","90+",5299.2,8809
"12","20_to_24",3549.1,56350
"13","65_to_69",1551.2,20984
"14","25_to_29",2712.8,48633
"15","75_to_79",1818.9,16383
"16","40_to_44",2070.9,38293
"17","80_to_84",2510.9,15956
"18","60_to_64",2009.5,30690
"19","15_to_19",2649,45549
