"","age","rate","value"
"1","65_to_69",289.9,4186
"2","55_to_59",521.9,10336
"3","80_to_84",1055.6,8492
"4","70_to_74",327.3,4743
"5","45_to_49",603,10336
"6","50_to_54",608.8,11424
"7","35_to_39",441.5,8421
"8","5_to_9",29.8,554
"9","10_to_14",38,656
"10","90+",3221,11307
"11","15_to_19",118.5,1937
"12","30_to_34",512.9,9582
"13","85_to_89",1889.1,9992
"14","25_to_29",596.1,10104
"15","40_to_44",467.4,8808
"16","0_to_4",27.8,447
"17","60_to_64",449.1,7116
"18","75_to_79",587.6,6111
"19","20_to_24",439.3,6601
