"","age","rate","value"
"1","60_to_64",6026.3,92036
"2","30_to_34",8171.9,157972
"3","70_to_74",3595.7,47828
"4","55_to_59",6394.9,123225
"5","20_to_24",9408.4,149378
"6","40_to_44",7240.3,133881
"7","0_to_4",2445.2,41403
"8","75_to_79",4275.6,38511
"9","35_to_39",7679.5,145952
"10","85_to_89",8173.3,28676
"11","10_to_14",3862.1,69999
"12","45_to_49",7818.9,132937
"13","15_to_19",6383.2,109757
"14","50_to_54",7455.4,137127
"15","65_to_69",4301.2,58187
"16","80_to_84",5493.8,34911
"17","25_to_29",8808.1,157904
"18","5_to_9",2543.7,46031
"19","90+",12198.5,20278
