"","age","rate","value"
"1","20_to_24",1923.6,28903
"2","45_to_49",1214.5,20817
"3","75_to_79",793.8,8255
"4","50_to_54",1187.5,22284
"5","30_to_34",1205.2,22516
"6","15_to_19",1592.6,26035
"7","40_to_44",1014.6,19121
"8","90+",3871.9,13592
"9","35_to_39",1042.2,19878
"10","5_to_9",173.3,3226
"11","55_to_59",981.7,19443
"12","60_to_64",825.8,13086
"13","10_to_14",298.3,5148
"14","25_to_29",1472.7,24965
"15","80_to_84",1319.2,10612
"16","0_to_4",214.5,3446
"17","65_to_69",537.3,7758
"18","70_to_74",509.7,7386
"19","85_to_89",2281.4,12067
