age,rate,value
0_to_4,1824.1,1545
5_to_9,1620.9,1716
10_to_14,2631.4,2479
15_to_19,5143.8,4769
20_to_24,7847.7,7008
25_to_29,6078.4,6464
30_to_34,5737.6,6113
35_to_39,5722.6,5509
40_to_44,5580,5101
45_to_49,6594.4,5517
50_to_54,6129.1,5944
55_to_59,5333.1,5722
60_to_64,4506.9,4232
65_to_69,3168.3,2806
70_to_74,2916.8,2527
75_to_79,3613.3,2150
80_to_84,4712.7,1871
85_to_89,6094.6,1304
90+,9369.5,908
