"","age","rate","value"
"1","70_to_74",178.7,2590
"2","0_to_4",13.4,216
"3","65_to_69",146.8,2119
"4","90+",1100.2,3862
"5","35_to_39",163.2,3112
"6","30_to_34",189.7,3545
"7","75_to_79",305.5,3177
"8","50_to_54",239.8,4500
"9","5_to_9",5.2,97
"10","25_to_29",210.5,3568
"11","45_to_49",239.1,4099
"12","40_to_44",176.6,3328
"13","15_to_19",22.5,368
"14","60_to_64",188.9,2993
"15","80_to_84",494.9,3981
"16","20_to_24",112.9,1696
"17","55_to_59",205.8,4075
"18","10_to_14",7.2,124
"19","85_to_89",773.5,4091
