"","age","rate","value"
"1","5_to_9",9.3,169
"2","30_to_34",163.5,3160
"3","60_to_64",319,4872
"4","45_to_49",263.7,4483
"5","65_to_69",310.5,4200
"6","50_to_54",286.7,5274
"7","25_to_29",153.7,2755
"8","80_to_84",991.7,6302
"9","70_to_74",370.1,4923
"10","55_to_59",279.8,5391
"11","90+",2258.3,3754
"12","0_to_4",20.4,345
"13","40_to_44",194.3,3592
"14","35_to_39",165.5,3145
"15","20_to_24",82.6,1311
"16","10_to_14",10.6,193
"17","15_to_19",24.1,414
"18","75_to_79",623.2,5613
"19","85_to_89",1536.6,5391
