"","age","rate","value"
"1","50_to_54",421.4,7908
"2","40_to_44",314.5,5927
"3","90+",1997.2,7011
"4","10_to_14",12.6,218
"5","20_to_24",244.2,3669
"6","65_to_69",208.9,3017
"7","70_to_74",240.1,3479
"8","60_to_64",313.5,4967
"9","25_to_29",384.2,6513
"10","30_to_34",334.4,6247
"11","80_to_84",734.9,5912
"12","75_to_79",422.7,4396
"13","35_to_39",290,5531
"14","85_to_89",1244.4,6582
"15","0_to_4",17.4,279
"16","45_to_49",417.4,7154
"17","5_to_9",8.7,161
"18","55_to_59",357.1,7073
"19","15_to_19",52.5,858
