age,rate,value
0_to_4,1053.1,892
5_to_9,953.1,1009
10_to_14,1701.6,1603
15_to_19,3610.1,3347
20_to_24,5050.4,4510
25_to_29,3603.4,3832
30_to_34,3375.2,3596
35_to_39,3348,3223
40_to_44,3335.3,3049
45_to_49,4048.4,3387
50_to_54,3644.1,3534
55_to_59,3207.1,3441
60_to_64,2613.4,2454
65_to_69,1882.3,1667
70_to_74,1783.3,1545
75_to_79,2484,1478
80_to_84,3297.1,1309
85_to_89,4524.2,968
90+,7016.8,680
