"","age","rate","value"
"1","55_to_59",7064.3,139911
"2","60_to_64",6044,95773
"3","20_to_24",12398.4,186288
"4","90+",13530.1,47496
"5","50_to_54",8612.3,161612
"6","10_to_14",4236,73103
"7","0_to_4",2501.9,40191
"8","70_to_74",3128.9,45343
"9","75_to_79",3770.5,39212
"10","35_to_39",9112.1,173804
"11","65_to_69",3804.2,54930
"12","30_to_34",10109.5,188874
"13","45_to_49",9145.4,156761
"14","15_to_19",8217.3,134335
"15","80_to_84",5138,41333
"16","25_to_29",11369.3,192726
"17","85_to_89",8038.7,42519
"18","5_to_9",2420.9,45054
"19","40_to_44",8432.7,158916
