"","age","rate","value"
"1","5_to_9",15.5,288
"2","15_to_19",81.4,1330
"3","90+",2660.4,9339
"4","85_to_89",1581.5,8365
"5","30_to_34",419,7829
"6","40_to_44",389.8,7346
"7","10_to_14",22,379
"8","35_to_39",363.1,6925
"9","45_to_49",508.8,8722
"10","70_to_74",281.5,4080
"11","20_to_24",335,5033
"12","65_to_69",247.4,3572
"13","75_to_79",505.5,5257
"14","25_to_29",485.3,8226
"15","55_to_59",440.7,8728
"16","50_to_54",516.8,9697
"17","80_to_84",899,7232
"18","60_to_64",381.9,6052
"19","0_to_4",20.2,325
