age,rate,value
0_to_4,1805.2,1529
5_to_9,1604.9,1699
10_to_14,2614.4,2463
15_to_19,5109.3,4737
20_to_24,7769.3,6938
25_to_29,6009.8,6391
30_to_34,5672.8,6044
35_to_39,5649.9,5439
40_to_44,5522.1,5048
45_to_49,6534.6,5467
50_to_54,6051.8,5869
55_to_59,5272.5,5657
60_to_64,4464.3,4192
65_to_69,3139,2780
70_to_74,2876.4,2492
75_to_79,3591.5,2137
80_to_84,4639.7,1842
85_to_89,6038.5,1292
90+,9266.3,898
