age,rate,value
0_to_4,2185.7,1767
5_to_9,1668.2,1862
10_to_14,3081.2,2760
15_to_19,7657.8,6747
20_to_24,12024.4,9990
25_to_29,10022,9627
30_to_34,8821.5,8973
35_to_39,8527.5,8245
40_to_44,8135.4,7607
45_to_49,9737.6,8364
50_to_54,8879.2,9065
55_to_59,7193.3,8142
60_to_64,5714.8,5655
65_to_69,3417.5,3198
70_to_74,3035.1,2812
75_to_79,3761.7,2531
80_to_84,5232.9,2620
85_to_89,7856.7,2552
90+,12907.6,2688
