age,rate,value
0_to_4,2291.6,1941
5_to_9,1947.7,2062
10_to_14,3077.2,2899
15_to_19,5931.2,5499
20_to_24,9385.2,8381
25_to_29,7486.2,7961
30_to_34,7031.9,7492
35_to_39,6859,6603
40_to_44,6694.7,6120
45_to_49,7890.1,6601
50_to_54,7413.9,7190
55_to_59,6448.8,6919
60_to_64,5478.2,5144
65_to_69,3835.6,3397
70_to_74,3502,3034
75_to_79,4312.5,2566
80_to_84,5778.2,2294
85_to_89,7665,1640
90+,11763.5,1140
