"","age","rate","value"
"1","30_to_34",675.3,12616
"2","20_to_24",679.7,10212
"3","60_to_64",531.3,8419
"4","85_to_89",2040.2,10791
"5","90+",3472.3,12189
"6","40_to_44",589.4,11108
"7","55_to_59",609.9,12079
"8","50_to_54",722.5,13558
"9","65_to_69",346.6,5005
"10","15_to_19",246,4022
"11","35_to_39",574.1,10951
"12","5_to_9",67.1,1249
"13","10_to_14",84.5,1458
"14","70_to_74",371,5376
"15","75_to_79",643.5,6692
"16","0_to_4",72.8,1169
"17","25_to_29",806.8,13677
"18","45_to_49",732.7,12560
"19","80_to_84",1141.1,9180
