"","age","rate","value"
"1","15_to_19",7785.3,127274
"2","35_to_39",8627.5,164562
"3","70_to_74",3037.3,44016
"4","45_to_49",8749,149966
"5","75_to_79",3668.8,38155
"6","80_to_84",5011.5,40315
"7","65_to_69",3677.9,53106
"8","85_to_89",7830.2,41416
"9","55_to_59",6781.4,134308
"10","50_to_54",8256.1,154928
"11","0_to_4",2331.4,37452
"12","30_to_34",9585,179075
"13","90+",13209.9,46372
"14","20_to_24",11893,178694
"15","40_to_44",8022.2,151180
"16","60_to_64",5809.9,92063
"17","10_to_14",3854.1,66511
"18","5_to_9",2196.7,40881
"19","25_to_29",10856.4,184031
